zona_url,ciudad,actividad,precio,opiniones,fuente,fecha_scan
https://www.civitatis.com/es/antioquia/,Medellín,Prácticas de tiro en Rionegro,"88,87 €",10 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour por el barrio La Sierra,"37,92 €",3 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour por el barrio La Sierra,"37,92 €",3 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Jardín,Excursión a las veredas La Herrera y Serranías,"22,98 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Jardín,Excursión a las veredas La Herrera y Serranías,"22,98 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Autobús de fiesta por Medellín,"20,45 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Autobús de fiesta por Medellín,"20,45 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Free tour por Guatapé,¡Gratis!,14 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Free tour por Guatapé,¡Gratis!,14 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour de la fruta colombiana por Medellín,"31,02 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour de la fruta colombiana por Medellín,"31,02 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Free tour por Los Laureles,¡Gratis!,24 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Free tour por Los Laureles,¡Gratis!,24 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour nocturno por Medellín,"24,36 €",19 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour nocturno por Medellín,"24,36 €",19 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Free tour por la finca La Manuela,¡Gratis!,Novedad,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Free tour por la finca La Manuela,¡Gratis!,Novedad,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour nocturno por la Medellín bohemia,"11,88 €",101 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour nocturno por la Medellín bohemia,"11,88 €",101 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Vuelo en parapente por Medellín,"112,61 €",50 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Vuelo en parapente por Medellín,"112,61 €",50 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Paseo a caballo con música por las fondas de Caldas,"31,60 €",24 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Paseo a caballo con música por las fondas de Caldas,"31,60 €",24 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Excursión privada desde Medellín,"245,92 €",7 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Excursión privada desde Medellín,"245,92 €",7 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Paseo en helicóptero por Guatapé,"87,33 €",9 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Paseo en helicóptero por Guatapé,"87,33 €",9 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour en bicicleta por Medellín,"20,68 €",53 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour en bicicleta por Medellín,"20,68 €",53 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Paseo en helicóptero por Medellín,"126,41 €",3 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Paseo en helicóptero por Medellín,"126,41 €",3 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Excursión al Parque Arví,"59,75 €",23 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Excursión al Parque Arví,"59,75 €",23 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Visita guiada por Guatapé,"3,44 €",9 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Visita guiada por Guatapé,"3,44 €",9 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour por la Comuna 13 y Museo de la Memoria,"50,56 €",7 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour por la Comuna 13 y Museo de la Memoria,"50,56 €",7 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour por el Parque Explora y el Pueblito Paisa,"69,87 €",8 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour por el Parque Explora y el Pueblito Paisa,"69,87 €",8 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour en quad por las afueras de Medellín,"97,91 €",7 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour en quad por las afueras de Medellín,"97,91 €",7 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Vuelo en parapente por Guatapé,"80,44 €",4 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Vuelo en parapente por Guatapé,"80,44 €",4 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Jardín,Tour por la Reserva Natural Cueva del Esplendor,"27,58 €",15 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Jardín,Tour por la Reserva Natural Cueva del Esplendor,"27,58 €",15 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour de la leche por los pueblos del norte de Antioquia,"37,46 €",9 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour de la leche por los pueblos del norte de Antioquia,"37,46 €",9 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour en bicicleta eléctrica por Medellín,"37,92 €",9 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour en bicicleta eléctrica por Medellín,"37,92 €",9 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Paseo en barco privado por el embalse de Guatapé,"87,33 €",4 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Paseo en barco privado por el embalse de Guatapé,"87,33 €",4 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Varios destinos,Rafting en el río Santo Domingo,"36,77 €",1 opinión,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Varios destinos,Rafting en el río Santo Domingo,"36,77 €",1 opinión,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Alquiler de moto de agua en el embalse de Guatapé,"45,96 €",6 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Alquiler de moto de agua en el embalse de Guatapé,"45,96 €",6 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour gastronómico por Medellín,"80,67 €",3 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour gastronómico por Medellín,"80,67 €",3 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Paseo en lancha pontón por el embalse de Guatapé con barbacoa,"57,45 €",2 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Paseo en lancha pontón por el embalse de Guatapé con barbacoa,"57,45 €",2 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour del cannabis por Rionegro,"73,31 €",5 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour del cannabis por Rionegro,"73,31 €",5 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour de compras por Medellín,"51,71 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour de compras por Medellín,"51,71 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Excursión a Santa Elena,"28,49 €",6 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Excursión a Santa Elena,"28,49 €",6 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour gastronómico en bicicleta eléctrica por Medellín,"41,37 €",5 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour gastronómico en bicicleta eléctrica por Medellín,"41,37 €",5 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Alquiler de kayak en el embalse de Guatapé,"18,38 €",2 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Alquiler de kayak en el embalse de Guatapé,"18,38 €",2 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Rafting en el río Calderas,"144,14 €",3 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Rafting en el río Calderas,"144,14 €",3 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Moto de agua o wakeboard en Guatapé,"80,44 €",5 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Moto de agua o wakeboard en Guatapé,"80,44 €",5 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Excursión a Concepción y Alejandría,"37,46 €",1 opinión,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Excursión a Concepción y Alejandría,"37,46 €",1 opinión,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Senderismo y tirolina en Los Saltos,"137,90 €",5 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Senderismo y tirolina en Los Saltos,"137,90 €",5 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour nocturno por el Medellín artístico,"45,96 €",5 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour nocturno por el Medellín artístico,"45,96 €",5 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Varios destinos,Senderismo acuático por el río Dormilón,"23,67 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Varios destinos,Senderismo acuático por el río Dormilón,"23,67 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Paseo en helicóptero por la Comuna 13,"126,41 €",1 opinión,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Paseo en helicóptero por la Comuna 13,"126,41 €",1 opinión,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Paseo privado en helicóptero por Guatapé,"425,19 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Paseo privado en helicóptero por Guatapé,"425,19 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Excursión privada en helicóptero desde Medellín,"2.298,36 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Excursión privada en helicóptero desde Medellín,"2.298,36 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Varios destinos,Rafting en el río Claro,"53,09 €",1 opinión,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Varios destinos,Rafting en el río Claro,"53,09 €",1 opinión,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour de Fernando Botero,"68,49 €",5 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour de Fernando Botero,"68,49 €",5 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Jardín,Tour en 4x4 por Jardín,"34,47 €",1 opinión,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Jardín,Tour en 4x4 por Jardín,"34,47 €",1 opinión,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour privado del tango por Medellín,"123,13 €",3 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Tour privado del tango por Medellín,"123,13 €",3 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Varios destinos,Rafting de iniciación en el río Samaná,"50,33 €",2 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Varios destinos,Rafting de iniciación en el río Samaná,"50,33 €",2 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Puerto Triunfo,Senderismo por la cascada El Dorado,"5,74 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Puerto Triunfo,Senderismo por la cascada El Dorado,"5,74 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Puerto Triunfo,Rafting en el río Claro,"21,83 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Puerto Triunfo,Rafting en el río Claro,"21,83 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Paseo privado en helicóptero por Medellín,"651,58 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Paseo privado en helicóptero por Medellín,"651,58 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Visita al mural Constelaciones de la Comuna 3,"14,93 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Visita al mural Constelaciones de la Comuna 3,"14,93 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Excursión a las cavernas de la Peña,"43,66 €",1 opinión,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Excursión a las cavernas de la Peña,"43,66 €",1 opinión,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Varios destinos,Rafting de nivel avanzado en el río Samaná,"112,84 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Varios destinos,Rafting de nivel avanzado en el río Samaná,"112,84 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Clase de baile en Medellín,"20,68 €",2 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Clase de baile en Medellín,"20,68 €",2 opiniones,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Entrada a Lake Club Guatapé,"15,33 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Entrada a Lake Club Guatapé,"15,33 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Trekking y rápel en el río Guatapé,"64,35 €",1 opinión,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Trekking y rápel en el río Guatapé,"64,35 €",1 opinión,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Jardín,Tour de la miel por Jardín,"41,37 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Jardín,Tour de la miel por Jardín,"41,37 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Excursión en moto desde Medellín,"96,30 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Excursión en moto desde Medellín,"96,30 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Taller de empanadas colombianas en Medellín,"45,39 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Medellín,Taller de empanadas colombianas en Medellín,"45,39 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Varios destinos,Visita a una finca de café con spa,"50,56 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Varios destinos,Visita a una finca de café con spa,"50,56 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Puerto Triunfo,Paseo en canoa por el río Magdalena,"8,04 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Puerto Triunfo,Paseo en canoa por el río Magdalena,"8,04 €",Sin valorar,Civitatis,2025-12-30
https://www.civitatis.com/es/antioquia/,Guatapé,Excursión a las cavernas del Cacique Guatapé,"65,34 €",1 opinión,Civitatis,2025-12-30
