moneda,pais,destino,actividad,precio,opiniones,url_fuente,fuente,fecha_scan
CLP,Colombia,Santa Marta,Curso de buceo PADI Open Water,"377.668,33 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Senderismo por el río Don Diego con avistamiento de aves,"81.828,13 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión al Cerro Kennedy al amanecer + Pozo Azul,"238.182,82 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión de 2 días a Cartagena,"241.707,73 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Paseo en velero por Bahía Concha,"59.419,81 CL$",65 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Visita a una finca cafetera + Cata de cervezas artesanales,"62.944,72 CL$",3 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Cata de café en Santa Marta,"13.596,05 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión al laberinto Macondo + Tubing en el río Don Diego,"107.006,02 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,"Excursión a la hacienda Venecia, la finca de Café con aroma de mujer","103.732,90 CL$",Novedad,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Visita al ecoparque Recinto del Pensamiento,"8.812,26 CL$",2 opiniones,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Excursión al volcán Nevado del Ruiz,"122.837,88 CL$",13 opiniones,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,"Excursión privada al Valle de Cocora, Salento y Filandia","533.771,24 CL$",1 opinión,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Traslados en Manizales,"21.820,92 CL$",Novedad,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Tour privado por Manizales,"171.209,64 CL$",1 opinión,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Tour de las orquídeas,"115.566,50 CL$",2 opiniones,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Excursión al Nevado de Santa Isabel,"137.577,77 CL$",1 opinión,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Senderismo por el Santuario Otún Quimbaya,"129.666,12 CL$",Sin valorar,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Excursión a Guática y Quinchía,"141.499,73 CL$",Sin valorar,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Excursión a Pereira + Visita a una finca de plátanos,"102.977,56 CL$",Sin valorar,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Tarjeta eSIM Civitatis Colombia,"4.279,33 CL$",26 opiniones,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Tour de la panela,"106.502,46 CL$",Sin valorar,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,"Excursión privada a Córdoba, Pijao y Buenavista","594.198,17 CL$",Sin valorar,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Tour del aguacate,"120.853,86 CL$",Sin valorar,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Excursión privada a la finca La Mina,"392.775,06 CL$",Sin valorar,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Excursión a Marsella,"152.829,78 CL$",Sin valorar,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Seguro de viaje Civitatis,"20.528,69 CL$",2.828 opiniones,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Avistamiento de aves y flores en Manizales,"33.738,37 CL$",Sin valorar,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Excursión a La Virginia y El Guásimo,"128.407,23 CL$",Sin valorar,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,Manizales,Ruta privada de trekking de 2 días por el Nevado de Santa Isabel,"397.810,64 CL$",Sin valorar,https://www.civitatis.com/es/manizales/,Civitatis,2026-01-05 17:22
CLP,Colombia,La Macarena,Excursión a Caño Cristales,"134.701,70 CL$",2 opiniones,https://www.civitatis.com/es/macarena/,Civitatis,2026-01-05 17:22
CLP,Colombia,La Macarena,"Tour de 3, 4 o 5 días por Caño Cristales y Sierra de La Macarena","405.615,78 CL$",2 opiniones,https://www.civitatis.com/es/macarena/,Civitatis,2026-01-05 17:22
CLP,Colombia,La Macarena,Seguro de viaje Civitatis,"20.528,69 CL$",2.828 opiniones,https://www.civitatis.com/es/macarena/,Civitatis,2026-01-05 17:22
CLP,Colombia,La Macarena,Tarjeta eSIM Civitatis Colombia,"4.279,33 CL$",26 opiniones,https://www.civitatis.com/es/macarena/,Civitatis,2026-01-05 17:22
CLP,Colombia,Neiva,Excursión al Parque Arqueológico de San Agustín,"214.012,05 CL$",2 opiniones,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Excursión al Desierto de la Tatacoa,"91.395,73 CL$",36 opiniones,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Excursión a La Mano del Gigante,"146.031,75 CL$",2 opiniones,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Excursión a las Termales de Rivera,"62.944,72 CL$",2 opiniones,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Traslados en Neiva,"18.933,77 CL$",Novedad,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Excursión a La Jagua + Visita al mirador La Morra,"115.566,50 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Cena en el desierto de la Tatacoa + Visita al Observatorio Astronómico,"62.944,72 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Rápel en Palermo,"62.944,72 CL$",1 opinión,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Paseo en barco por el río Magdalena + Degustación de Achira,"77.547,89 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Excursión a Paicol + Espeleología en la cueva Caja de Agua,"100.711,55 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Rafting y barranquismo en Paicol,"148.045,98 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Visita a la finca cafetera Don Arnulfo,"90.640,39 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Tarjeta eSIM Civitatis Colombia,"4.279,33 CL$",26 opiniones,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Visita a la bodega y cervecería Casa Bohemia,"94.417,08 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Visita a la finca de cacao Villa Stefany,"69.239,19 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Tour por Neiva,"62.944,72 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Excursión de 2 días al Parque Arqueológico Nacional de Tierradentro,"276.956,77 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Seguro de viaje Civitatis,"20.528,69 CL$",2.828 opiniones,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Tour por el Museo de Historia Natural de la Tatacoa + Taller de fósiles,"79.310,34 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Transporte y entrada a un resort del desierto de la Tatacoa,"175.489,88 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Excursión al Cañón Pipilicua,"91.899,29 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Barranquismo en la Cueva de las Golondrinas,"80.569,24 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Excursión a Palermo,"96.934,87 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Excursión a Yaguará,"104.488,23 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Neiva,Tour panorámico por Neiva + Clase de baile folclórico,"86.863,71 CL$",Sin valorar,https://www.civitatis.com/es/neiva/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Tour de 4 días por Puerto Nariño y Mocagua,"269.403,41 CL$",52 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Tour de 3 días por la selva amazónica,"330.459,79 CL$",13 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Tour de las tres fronteras del Amazonas,"70.498,08 CL$",26 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,"Tour de 5 días por Puerto Nariño, Mocagua y Amacayacu","303.897,11 CL$",27 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Traslados en Leticia,"28.216,86 CL$",4 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Tour de aventura en la Reserva Natural Tanimboca,"31.472,36 CL$",5 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Excursión a una maloca indígena de Leticia,"23.918,99 CL$",4 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Excursión de 2 días a la Reserva Natural Marasha,"143.513,96 CL$",7 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Excursión a Puerto Nariño,"75.533,66 CL$",10 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Excursión de 2 días al lago Piraña,"163.656,27 CL$",3 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Excursión a Tabatinga + Parque Santander,"27.695,67 CL$",5 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Senderismo nocturno por el Amazonas,"36.507,93 CL$",4 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Tarjeta eSIM Civitatis Colombia,"4.279,33 CL$",26 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Senderismo por la selva amazónica,"118.084,29 CL$",2 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Excursión a la selva amazónica,"60.426,93 CL$",1 opinión,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Kayak + Rápel y tirolina en Leticia,"56.650,24 CL$",5 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Seguro de viaje Civitatis,"20.528,69 CL$",2.828 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Tour privado por Leticia,"181.280,79 CL$",Sin valorar,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Tubing en el río Tacana,"35.249,04 CL$",Sin valorar,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Noche en la Reserva Natural Tanimboca,"88.122,61 CL$",4 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,"Reserva Natura Park en 3, 4, 5 o 6 días","241.707,73 CL$",1 opinión,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Excursión de 1 o 2 días a una maloca del Amazonas,"70.498,08 CL$",2 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Excursión a la Reserva Natural Marasha,"138.478,38 CL$",4 opiniones,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Tour por la selva amazónica y el río Takana,"46.579,09 CL$",Sin valorar,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Leticia,Excursión a la Reserva Natura Park,"47.837,98 CL$",1 opinión,https://www.civitatis.com/es/leticia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Providencia,Excursión a Cayo Cangrejo,"62.944,72 CL$",2 opiniones,https://www.civitatis.com/es/providencia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Providencia,Snorkel en Providencia,"45.320,19 CL$",2 opiniones,https://www.civitatis.com/es/providencia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Providencia,Tour en barco por Providencia,"47.837,98 CL$",7 opiniones,https://www.civitatis.com/es/providencia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Providencia,Excursión a Punta Arrecife,"64.203,61 CL$",Sin valorar,https://www.civitatis.com/es/providencia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Providencia,Excursión a Santa Catalina,"64.693,07 CL$",Sin valorar,https://www.civitatis.com/es/providencia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Providencia,Paseo a caballo por Providencia,"67.728,52 CL$",Sin valorar,https://www.civitatis.com/es/providencia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Providencia,Trekking por el parque McBean Lagoon,"54.552,17 CL$",Sin valorar,https://www.civitatis.com/es/providencia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Providencia,Trekking por la montaña Peak,"54.552,17 CL$",Sin valorar,https://www.civitatis.com/es/providencia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Providencia,Tour en kayak por McBean Lagoon,"54.552,17 CL$",Sin valorar,https://www.civitatis.com/es/providencia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Providencia,Taller de pesca en Providencia,"57.909,14 CL$",Sin valorar,https://www.civitatis.com/es/providencia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Providencia,Tarjeta eSIM Civitatis Colombia,"4.279,33 CL$",26 opiniones,https://www.civitatis.com/es/providencia/,Civitatis,2026-01-05 17:23
CLP,Colombia,Providencia,Seguro de viaje Civitatis,"20.528,69 CL$",2.828 opiniones,https://www.civitatis.com/es/providencia/,Civitatis,2026-01-05 17:23
