moneda,pais,destino,actividad,precio,opiniones,url_fuente,fuente,fecha_scan
CLP,Colombia,Cartagena de Indias,Snorkel en las Islas del Rosario + Pueblo nativo de Orika,"175.741,66 CL$",3 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión a la Isla Múcura,"98.193,76 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión a Santa Marta y Barranquilla,"109.423,10 CL$",123 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión al Parque Tayrona,"112.167,49 CL$",66 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión a Coralina Island,"117.832,51 CL$",8 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Crucero VIP con cena por Cartagena,"57.909,14 CL$",15 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour del plancton luminoso + Club de playa en Barú,"68.735,63 CL$",58 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Crucero con cena por Cartagena,"49.096,88 CL$",408 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Fiesta caribeña en barco por Cartagena,"33.990,14 CL$",40 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour en bicicleta por Cartagena de Indias,"57.909,14 CL$",18 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión a la Isla del Pirata,"93.158,18 CL$",35 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Paseo a caballo por la playa al atardecer + Cena,"62.944,72 CL$",7 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Paseo en barco al atardecer,"28.954,57 CL$",191 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión al volcán del Totumo y manglares de Cartagena,"97.186,65 CL$",42 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión a Turbaco,"80.569,24 CL$",8 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Paseo en catamarán con espectáculo folclórico o DJ,"39.025,72 CL$",8 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour de la esclavitud por Cartagena de Indias,"49.096,88 CL$",3 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour de Gabriel García Márquez,"45.320,19 CL$",13 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour gastronómico por Cartagena de Indias,"33.990,14 CL$",12 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión al volcán del Totumo,"36.507,93 CL$",14 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Free tour por el centro histórico y el barrio San Diego,¡Gratis!,3 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Vuelo en paratrike por Cartagena + Tour por los manglares,"195.448,59 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Free tour del café y el tabaco por Cartagena,¡Gratis!,7 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Free tour por el exterior de los museos de Cartagena,¡Gratis!,10 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Pub Crawl ¡Tour de fiesta por Cartagena de Indias!,"19.037,20 CL$",57 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión a la Isla del Pirata,"93.916,85 CL$",35 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Paseo en barco al atardecer + Entrada a una discoteca,"25.382,93 CL$",10 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Buceo en los barcos hundidos de Barú,"172.603,95 CL$",4 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Snorkel en la península de Barú,"53.938,73 CL$",11 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour en barco pirata por la bahía de Cartagena,"99.247,27 CL$",13 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Alquiler de lancha con patrón en Cartagena,"304.595,21 CL$",2 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour por los manglares de Cartagena,47.593 CL$,6 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Cena en un restaurante del centro histórico,"44.420,13 CL$",11 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour de las leyendas de Cartagena,"76.148,80 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour de los piratas + Museo Naval del Caribe,"19.037,20 CL$",7 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Paseo en calesa por Cartagena de Indias,"28.555,80 CL$",10 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Bautismo de buceo en Cartagena,"84.525,17 CL$",17 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour por Getsemaní + Clase de champeta,"20.306,34 CL$",6 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión a la isla Palma,"187.326,05 CL$",5 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour en patinete por Cartagena,"30.586,43 CL$",4 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión a una finca de caballos de Manzanillo del Mar,"45.908,23 CL$",4 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour de la cultura africana por Cartagena,"45.320,19 CL$",4 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión a la Isla de Cocoliso,"88.122,61 CL$",10 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour en kayak al atardecer por Cartagena,"52.873,56 CL$",12 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour de Cartagena para Instagram,"104.488,23 CL$",5 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión a Santa Marta,"139.737,28 CL$",6 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión a la Granja Los Abuelos + Vivarium del Caribe,"45.320,19 CL$",2 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión a la Isla Cholón,"79.184,46 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour por el Mercado Bazurto,"59.168,03 CL$",10 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Cata de ron y chocolate en Cartagena,"98.193,76 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour del arte urbano en bicicleta,"57.909,14 CL$",5 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Taller y degustación de helado de paila,"45.320,19 CL$",6 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour de compras por Cartagena de Indias,"41.543,51 CL$",1 opinión,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour de aventura en Cartagena de Indias,"128.407,23 CL$",1 opinión,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour por los bares con terraza de Cartagena,"69.239,19 CL$",4 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour de la esmeralda,"44.061,30 CL$",6 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Paseo en chambaculera por Cartagena,"84.345,92 CL$",4 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour en kayak por Punta Arena,"62.944,72 CL$",4 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Taller de panadería colombiana en Cartagena,"60.590,58 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Clase de cocina colombiana en Cartagena,"85.604,82 CL$",2 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Yoga en el Namasté Beach Club de Tierra Bomba,"78.680,90 CL$",1 opinión,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour en kayak por Cartagena,"57.909,14 CL$",4 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Taller de chocolate en Cartagena de Indias,"90.640,39 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour de la fruta colombiana,"40.284,62 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour a pie por Cartagena para cruceros,"41.543,51 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión al Parque Vivarium del Caribe,"87.621,82 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Clase de salsa con música en directo,"84.345,92 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Degustación de maracuyá en Cartagena,"26.436,78 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Degustación de comida callejera en Cartagena de Indias,"65.462,51 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour de la música champeta,"47.837,98 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour en bicicleta por Tierra Bomba,"108.365,63 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Taller de turbantes en Cartagena,"22.660,09 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión a San Juan Nepomuceno y la Reserva Los Colorados,"129.741,66 CL$",1 opinión,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión a San Jacinto Bolívar,"123.371,65 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Tour en kayak por Tierra Bomba,"125.889,44 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Salto en paracaídas en Cartagena,"336.628,37 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión a la isla Corona,"201.423,11 CL$",1 opinión,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Curso de paddle surf en Cartagena,"33.990,14 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,"Visita a la reserva Fundación Loros + Paseo en 4x4, quad o caballo","151.067,33 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Excursión a Tubará,"113.552,27 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Sesión de fotos en coche clásico,"10.071,15 CL$",1 opinión,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:21
CLP,Colombia,Cartagena de Indias,Fiesta en barco por la Isla Cholón,"99.956,21 CL$",5 opiniones,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:22
CLP,Colombia,Cartagena de Indias,Tour privado por los museos de Cartagena de Indias,"100.711,55 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:22
CLP,Colombia,Cartagena de Indias,Tour privado de compras por Barranquilla,"163.656,27 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:22
CLP,Colombia,Cartagena de Indias,Fiesta en la isla de Tierra Bomba,"47.082,65 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:22
CLP,Colombia,Cartagena de Indias,Excursión a isla Grande,"95.675,97 CL$",Sin valorar,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:22
CLP,Colombia,Cartagena de Indias,Paseo en helicóptero + Fiesta caribeña en barco,"166.174,06 CL$",Novedad,https://www.civitatis.com/es/cartagena-de-indias/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a Minca,"60.930,49 CL$",186 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión al Parque Tayrona,"55.391,35 CL$",331 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Free tour por Santa Marta,¡Gratis!,1.536 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Safari por el río Don Diego,"78.051,45 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Traslados en Santa Marta,"4.155,61 CL$",228 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Tour en bicicleta por Santa Marta,"16.365,62 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a las playas Cinto y Cristal,"76.792,56 CL$",29 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Tour en chiva rumbera por Santa Marta,"13.847,83 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Free tour de los misterios y leyendas de Santa Marta,¡Gratis!,8 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Senderismo por la Selva de Minca + Visita a una finca de café,"73.015,87 CL$",48 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Tour de 4 o 5 días por el Caribe colombiano,"465.790,94 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a Playa Cristal,"54.132,46 CL$",136 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Tarjeta eSIM Civitatis Colombia,"4.279,33 CL$",26 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a Playa Blanca y Mundo Marino,"73.015,87 CL$",36 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,"Excursión a Playa Grande, Pozo Azul de Minca y Taganga","40.284,62 CL$",21 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a Cartagena,"145.578,55 CL$",4 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Seguro de viaje Civitatis,"20.528,69 CL$",2.828 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Paseo en velero por la bahía de Taganga,"37.766,83 CL$",8 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Trekking de 4 o 5 días por la Ciudad Perdida,"468.308,73 CL$",33 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Seawalker en Santa Marta,"40.284,62 CL$",13 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a Taganga y Playa Grande,"35.249,04 CL$",30 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión al río Buritaca,"30.213,46 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Tour de Santa Marta al completo,"75.533,66 CL$",20 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Tour panorámico por Santa Marta,"50.355,77 CL$",18 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a Taironaka,"73.532,02 CL$",11 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a Bahía Concha,"40.788,17 CL$",5 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Tour de Macondo por Aracataca,"102.209,63 CL$",10 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a Barranquilla,"85.415,98 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a Palomino,"91.915,15 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Tour de los misterios y leyendas de Santa Marta,"37.766,83 CL$",3 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a las cascadas de Marinka + Sierra Minca,"88.122,61 CL$",6 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a Ciénaga,"62.390,80 CL$",3 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a las Islas del Rosario,"183.830,06 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Tour privado por Santa Marta,"85.856,60 CL$",1 opinión,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Tubing en el río Palomino,"62.629,99 CL$",4 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a los pueblos palafitos de Ciénaga,"102.454,62 CL$",3 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Snorkel en el Parque Tayrona,"62.944,72 CL$",6 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión privada por las playas de Santa Marta en lancha pontón,"604.269,33 CL$",1 opinión,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Bautismo de buceo en Taganga,"103.229,34 CL$",1 opinión,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a una comunidad indígena Kogui,"143.513,96 CL$",2 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Rápel en las cascadas del río Minca,"70.498,08 CL$",1 opinión,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Tour del café por la región de Santa Marta,"114.055,83 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a Buritaca y la Quebrada Valencia,"24.956,32 CL$",5 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Tubing en el río Buritaca,"62.944,72 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Curso de surf en Palomino,"83.087,03 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión de 2 días al Cabo de la Vela,"125.889,44 CL$",8 opiniones,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Avistamiento de aves en Minca,"67.980,29 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a Playa Inca Inca,"63.448,27 CL$",1 opinión,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a la Ciénaga Grande de Santa Marta,"112.303,45 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Tour en buggy por Bonda,"132.687,47 CL$",1 opinión,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión al refugio indígena Gotsezhy,"166.174,06 CL$",1 opinión,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Senderismo hasta la cascada El Saltillo + Visita a una finca de maracuyá,"85.604,82 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Taller de mochilas con una comunidad indígena,"93.158,18 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Tour por las iglesias de Santa Marta,"30.213,46 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a la Laguna Encantada,"55.391,35 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Tour del grafiti por Santa Marta + Taller de cócteles,"60.426,93 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Senderismo por las cascadas de Minca,102.474 CL$,1 opinión,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión a las playas Los Cocos y Los Naranjos + Paseo a caballo,"128.407,23 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,"Tour de 4 días por Santa Marta, Cabo de la Vela y Riohacha","375.150,54 CL$",1 opinión,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Tour de Gabriel García Márquez y el Caribe colombiano en 8 días,"1.206.020,87 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión en lancha a las playas del Parque Tayrona en grupo reducido,"78.555,01 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión al refugio indígena Katanzama + Tubing en el río Don Diego,"138.478,38 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
CLP,Colombia,Santa Marta,Excursión privada desde Santa Marta,"191.351,95 CL$",Sin valorar,https://www.civitatis.com/es/santa-marta/,Civitatis,2026-01-05 17:22
