moneda,zona_url,ciudad,actividad,precio,opiniones,fuente,fecha_scan
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Free tour gastronómico por Cartagena,¡Gratis!,313 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Free tour de Gabriel García Márquez,¡Gratis!,255 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Free tour de la esmeralda por Cartagena,¡Gratis!,Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour privado por Cartagena de Indias,"96.116,82 CL$",82 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour nocturno por Getsemaní,"49.625,53 CL$",23 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a la Isla del Encanto,"107.086,67 CL$",14 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Barranquilla,"98.467,50 CL$",47 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en barco privado por las Islas del Rosario,"757.442,33 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en barco pirata al atardecer,"43.095,85 CL$",55 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en barco con espectáculo y cena por Cartagena,"73.132,36 CL$",213 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Bora Bora Beach,"101.862,93 CL$",74 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour del café en Cartagena de Indias,"35.260,24 CL$",31 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Pao Pao Beach,"101.862,93 CL$",20 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour por el castillo San Felipe de Barajas y el Cerro de la Popa,"41.569,21 CL$",144 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión al Aviario Nacional de Colombia + Playa Blanca,"95.594,44 CL$",106 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour panorámico por Cartagena para cruceros,"62.684,88 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Snorkel en las Islas del Rosario + Pueblo nativo de Orika,"182.308,53 CL$",3 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a la Isla Múcura,"101.862,93 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Pesca de cangrejo en los manglares de Cartagena de Indias,"67.908,62 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Varios destinos,Excursión al Parque Tayrona,"116.358,81 CL$",66 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Coralina Island,"112.832,78 CL$",8 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Fiesta caribeña en barco por Cartagena,"35.260,24 CL$",40 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Crucero VIP con cena por Cartagena,"60.073,01 CL$",15 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Crucero con cena por Cartagena,"50.931,46 CL$",408 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour del plancton luminoso + Club de playa en Barú,"71.304,05 CL$",57 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Santa Marta y Barranquilla,"113.511,87 CL$",121 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour en bicicleta por Cartagena de Indias,"60.073,01 CL$",18 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Tierra Bomba,"44.053,62 CL$",175 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo a caballo por la playa al atardecer + Cena,"65.296,75 CL$",6 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a la Isla del Pirata,"96.639,19 CL$",35 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión al volcán del Totumo y manglares de Cartagena,"100.818,18 CL$",42 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Alquiler de motos de agua en Cartagena,"57.461,14 CL$",5 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Turbaco,"83.579,84 CL$",8 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de la esclavitud por Cartagena de Indias,"50.931,46 CL$",3 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de Gabriel García Márquez,"47.013,66 CL$",13 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour gastronómico por Cartagena de Indias,"35.260,24 CL$",12 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en barco al atardecer,"30.036,50 CL$",191 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en catamarán con espectáculo folclórico o DJ,"40.483,98 CL$",8 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Pub Crawl ¡Tour de fiesta por Cartagena de Indias!,"18.609,57 CL$",57 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Tour por las iglesias de Mompox,"19.118,88 CL$",3 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour por los manglares de Cartagena,"48.972,56 CL$",6 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión al volcán del Totumo,"37.872,11 CL$",14 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Free tour del café y el tabaco por Cartagena,¡Gratis!,5 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Vuelo en paratrike por Cartagena + Tour por los manglares,201.114 CL$,Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Free tour por el centro histórico y el barrio San Diego,¡Gratis!,1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Paseo en barco por Mompox,"29.252,94 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Free tour por el exterior de los museos de Cartagena,¡Gratis!,10 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en barco al atardecer + Entrada a una discoteca,"26.118,70 CL$",10 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Buceo en los barcos hundidos de Barú,"177.607,16 CL$",4 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Snorkel en la península de Barú,"55.502,24 CL$",10 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour en barco pirata por la bahía de Cartagena,"102.124,12 CL$",13 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Alquiler de lancha con patrón en Cartagena,"313.424,41 CL$",2 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Cena en un restaurante del centro histórico,"45.707,72 CL$",11 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Barú,Tour del plancton luminiscente por Barú,"44.401,79 CL$",4 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de las leyendas de Cartagena,"78.356,10 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en calesa por Cartagena de Indias,"29.383,53 CL$",10 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de los piratas + Museo Naval del Caribe,"19.589,02 CL$",7 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Bautismo de buceo en Cartagena,"86.975,27 CL$",17 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour por Getsemaní + Clase de champeta,"20.894,96 CL$",6 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a la isla Palma,"192.756,01 CL$",5 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour en patinete por Cartagena,"31.473,03 CL$",4 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Visita guiada por Mompox,"31.342,44 CL$",6 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a una finca de caballos de Manzanillo del Mar,"46.322,77 CL$",4 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de la cultura africana por Cartagena,"47.013,66 CL$",4 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a la Isla de Cocoliso,"91.415,45 CL$",10 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour en kayak al atardecer por Cartagena,"54.849,27 CL$",12 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de Cartagena para Instagram,"108.392,61 CL$",5 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Santa Marta,"144.958,79 CL$",6 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a la Granja Los Abuelos + Vivarium del Caribe,"47.013,66 CL$",2 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a la Isla Cholón,"82.143,31 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour por el Mercado Bazurto,"61.378,94 CL$",10 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Cata de ron y chocolate en Cartagena,"94.027,32 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour del arte urbano en bicicleta,"60.073,01 CL$",5 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Paseo en barco privado al atardecer por Mompox,"106.172,52 CL$",4 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Taller y degustación de helado de paila,"47.013,66 CL$",6 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de compras por Cartagena de Indias,"43.095,85 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Tour de la artesanía de Mompox + Taller de queso,"30.036,50 CL$",2 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de aventura en Cartagena de Indias,"133.205,37 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Barú,Bautismo de buceo en Barú,"66.863,87 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour por los bares con terraza de Cartagena,"71.826,42 CL$",4 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de la esmeralda,"45.707,72 CL$",6 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en chambaculera por Cartagena,"87.497,64 CL$",4 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Tour de la filigrana por Mompox,"13.059,35 CL$",2 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour en kayak por Punta Arena,"65.296,75 CL$",4 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Taller de panadería colombiana en Cartagena,"62.854,65 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Clase de cocina colombiana en Cartagena,"88.803,58 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Yoga en el Namasté Beach Club de Tierra Bomba,"81.620,94 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Barú,Buceo en Barú,"102.254,71 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour en kayak por Cartagena,"60.073,01 CL$",4 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Taller de chocolate en Cartagena de Indias,"83.579,84 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de la fruta colombiana,"41.789,92 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour a pie por Cartagena para cruceros,"43.095,85 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión al Parque Vivarium del Caribe,"90.895,95 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,San Basilio de Palenque,Visita guiada por San Basilio de Palenque,"41.528,73 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Clase de salsa con música en directo,"87.497,64 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Degustación de maracuyá en Cartagena,"27.424,63 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Degustación de comida callejera en Cartagena de Indias,"60.073,01 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Tour en bicicleta por Mompox,"26.118,70 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour de la música champeta,"49.625,53 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour en bicicleta por Tierra Bomba,"112.414,89 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Taller de turbantes en Cartagena,"23.506,83 CL$",Novedad,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a San Juan Nepomuceno y la Reserva Los Colorados,"134.589,66 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a San Jacinto Bolívar,"127.981,63 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour en kayak por Tierra Bomba,"130.593,50 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Salto en paracaídas en Cartagena,"349.207,03 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a la isla Corona,"208.949,61 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Clase privada de cocina colombiana con comida,"47.013,66 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Curso de paddle surf en Cartagena,"35.260,24 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Barú,Entrada a un club de playa de Barú,"16.715,96 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Tour en bicicleta al amanecer por Mompox,"30.036,50 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,"Visita a la reserva Fundación Loros + Paseo en 4x4, quad o caballo","156.712,20 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a Tubará,"117.795,34 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Sesión de fotos en coche clásico,"10.447,48 CL$",Novedad,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Mompox,Alquiler de bicicleta en Mompox,"15.671,22 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Barú,Curso de buceo PADI Open Water en Barú,"569.387,68 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Barú,Fliteboard en Barú,"68.692,18 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Isla Fuerte,Bautismo de buceo en Isla Fuerte,"83.579,84 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Turbaco,Free tour por Turbaco,¡Gratis!,Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Fiesta en barco por la Isla Cholón,"103.691,24 CL$",5 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour privado por los museos de Cartagena de Indias,"104.474,80 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Barú,Snorkel en Barú,"44.401,79 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Tour privado de compras por Barranquilla,"169.771,55 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Fiesta en la isla de Tierra Bomba,"48.841,97 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Excursión a isla Grande,"99.251,06 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/bolivar/,Cartagena de Indias,Paseo en helicóptero + Fiesta caribeña en barco,"172.383,42 CL$",Novedad,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Visita guiada por Villa de Leyva,"22.200,89 CL$",9 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour de aventura en Villa de Leyva,"65.296,75 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour por los pueblos de Boyacá,"77.050,16 CL$",8 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour de Villa de Leyva al completo,"36.566,18 CL$",10 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour en quad por el desierto de Villa de Leyva,"50.147,90 CL$",8 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Visita al viñedo Marqués de Villa de Leyva,"59.093,56 CL$",2 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Taller de artesanía en Ráquira,"53.216,85 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Senderismo por el Parque Ecológico La Periquera,"37.872,11 CL$",3 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Paseo a caballo por los Pozos Azules,"55.828,72 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour por los pueblos de Boyacá,"99.251,06 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Senderismo por Las Cárcavas de Villa de Leyva,"24.812,76 CL$",2 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour por Tunja,"49.625,53 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Senderismo por el Santuario de Fauna y Flora Iguaque,"88.803,58 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour de aventura en el Hoyo de la Romera,"6.268,48 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour por los museos de Villa de Leyva,"37.872,11 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Excursión al lago Tota,"99.251,06 CL$",2 opiniones,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Espeleología en la cueva de la Fábrica,"54.849,27 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Excursión al Molino de la Primavera y El Infiernito,"29.710,02 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Alquiler de bicicletas en Villa de Leyva,"15.671,22 CL$",Sin valorar,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour por los museos de Tunja,"49.625,53 CL$",1 opinión,Civitatis,2025-12-30 19:18
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour en bicicleta por Villa de Leyva,"80.641,49 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/boyaca/,Turmequé,Juego del tejo en Turmequé,"13.320,53 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour en bicicleta por Tunja,"91.415,45 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/boyaca/,Turmequé,Senderismo por Teguatá,"20.633,77 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Taller de lana + Valle Escondido,"86.844,68 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour por Villa de Leyva y Ráquira,100.557 CL$,Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/boyaca/,Turmequé,Senderismo por los bosques de Turmequé,"14.626,47 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Taller de pintura con tierra en Villa de Leyva,"20.894,96 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/boyaca/,Monguí,Tour por las montañas de Monguí,"21.156,14 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Excursión al páramo de Ocetá,"109.698,54 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour de la cultura muisca por Tunja,"65.296,75 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour por las iglesias de Tunja,"78.356,10 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour por los pueblos de Ricaurte Alto,"104.474,80 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour de arquitectura por Tunja,"78.356,10 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/boyaca/,Tunja,Tour rural y de aventura por Tunja,"49.625,53 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/boyaca/,Villa de Leyva,Tour cultural por Villa de Leyva,"24.812,76 CL$",Sin valorar,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Popayán,Tour privado por Popayán,"52.237,40 CL$",8 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Popayán,Avistamiento de cóndores en Puracé + Termales de San Juan,"117.534,15 CL$",8 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión a las aguas termales del Coconuco,"94.680,29 CL$",2 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión a Silvia + Visita a una comunidad misak,"94.027,32 CL$",4 opiniones,Civitatis,2025-12-30 19:19
CLP,https://www.civitatis.com/es/cauca/,Popayán,Visita guiada por Popayán,"40.745,17 CL$",3 opiniones,Civitatis,2025-12-30 19:19
