moneda,zona_url,ciudad,actividad,precio,opiniones,fuente,fecha_scan
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Free tour por la Comuna 3 Manrique,¡Gratis!,108 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Free tour en chiva por Medellín,¡Gratis!,165 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Free tour por el barrio de Miraflores,¡Gratis!,170 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Free tour del conflicto armado de Colombia,¡Gratis!,12 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Free tour gastronómico por Medellín,¡Gratis!,230 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour navideño por Medellín,"23.245,64 CL$",59 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión a Jardín,"38.394,49 CL$",57 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour panorámico por Medellín,"19.589,02 CL$",70 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour por los miradores de Medellín,"46.322,77 CL$",66 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión a Santa Fe de Antioquia,"33.954,31 CL$",201 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión a la cascada Chorro de las Campanas,"41.789,92 CL$",30 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Paseo en barco con comida o cena por el embalse de Guatapé,"44.401,79 CL$",26 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour por las comunas 3 y 13,"63.990,81 CL$",18 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Tour del café por Guatapé,"32.648,37 CL$",6 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Visita al mirador El Cielo,"28.887,28 CL$",3 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Jardín,Tour del café por Jardín,"41.789,92 CL$",1 opinión,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Partido de fútbol en Medellín con guía local,"57.134,65 CL$",4 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour navideño en bicicleta eléctrica por Medellín,"47.013,66 CL$",3 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión por el este de Antioquia,"36.827,36 CL$",2 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Prácticas de tiro en Rionegro,"100.992,39 CL$",10 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour por el barrio La Sierra,"43.095,85 CL$",3 opiniones,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Jardín,Excursión a las veredas La Herrera y Serranías,"26.118,70 CL$",Sin valorar,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Autobús de fiesta por Medellín,"23.245,64 CL$",Sin valorar,Civitatis,2025-12-30 19:16
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Free tour por Guatapé,¡Gratis!,14 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour de la fruta colombiana por Medellín,"35.260,24 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Free tour por Los Laureles,¡Gratis!,24 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour nocturno por Medellín,"27.685,82 CL$",19 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Free tour por la finca La Manuela,¡Gratis!,Novedad,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour nocturno por la Medellín bohemia,"13.510,80 CL$",101 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Vuelo en parapente por Medellín,"127.981,63 CL$",50 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Paseo a caballo con música por las fondas de Caldas,"35.913,21 CL$",24 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión privada desde Medellín,"279.470,10 CL$",7 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Paseo en helicóptero por Guatapé,"99.251,06 CL$",9 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour en bicicleta por Medellín,"23.506,83 CL$",53 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Paseo en helicóptero por Medellín,"143.652,85 CL$",3 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión al Parque Arví,"67.908,62 CL$",23 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Visita guiada por Guatapé,"3.917,80 CL$",9 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour por la Comuna 13 y Museo de la Memoria,"57.461,14 CL$",7 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour por el Parque Explora y el Pueblito Paisa,"79.400,85 CL$",8 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour en quad por las afueras de Medellín,"111.265,66 CL$",7 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Vuelo en parapente por Guatapé,"91.415,45 CL$",4 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Jardín,Tour por la Reserva Natural Cueva del Esplendor,"31.342,44 CL$",15 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour de la leche por los pueblos del norte de Antioquia,"42.573,48 CL$",9 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour en bicicleta eléctrica por Medellín,"43.095,85 CL$",9 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Paseo en barco privado por el embalse de Guatapé,"99.251,06 CL$",4 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Varios destinos,Rafting en el río Santo Domingo,"41.789,92 CL$",1 opinión,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Alquiler de moto de agua en el embalse de Guatapé,"52.237,40 CL$",6 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour gastronómico por Medellín,"91.680,49 CL$",3 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Paseo en lancha pontón por el embalse de Guatapé con barbacoa,"65.296,75 CL$",2 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour del cannabis por Rionegro,"83.318,65 CL$",5 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour de compras por Medellín,"58.767,07 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión a Santa Elena,"32.387,18 CL$",6 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour gastronómico en bicicleta eléctrica por Medellín,"47.013,66 CL$",5 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Alquiler de kayak en el embalse de Guatapé,"20.894,96 CL$",2 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Rafting en el río Calderas,"163.801,60 CL$",3 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Moto de agua o wakeboard en Guatapé,"91.415,45 CL$",5 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión a Concepción y Alejandría,"42.573,48 CL$",1 opinión,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Senderismo y tirolina en Los Saltos,"156.712,20 CL$",5 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour nocturno por el Medellín artístico,"52.237,40 CL$",5 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Varios destinos,Senderismo acuático por el río Dormilón,"26.902,26 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Paseo en helicóptero por la Comuna 13,"143.652,85 CL$",1 opinión,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Paseo privado en helicóptero por Guatapé,"483.195,97 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión privada en helicóptero desde Medellín,"2.611.870,13 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Varios destinos,Rafting en el río Claro,"60.334,20 CL$",1 opinión,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour de Fernando Botero,"77.833,72 CL$",5 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Jardín,Tour en 4x4 por Jardín,"39.178,05 CL$",1 opinión,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour privado del tango por Medellín,"139.933,37 CL$",3 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Varios destinos,Rafting de iniciación en el río Samaná,"57.199,95 CL$",2 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Puerto Triunfo,Senderismo por la cascada El Dorado,"6.529,67 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Puerto Triunfo,Rafting en el río Claro,"24.812,76 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Paseo privado en helicóptero por Medellín,"740.465,18 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Visita al mural Constelaciones de la Comuna 3,"16.977,15 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Excursión a las cavernas de la Peña,"49.625,53 CL$",1 opinión,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Varios destinos,Rafting de nivel avanzado en el río Samaná,"128.242,82 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Clase de baile en Medellín,"23.506,83 CL$",2 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Entrada a Lake Club Guatapé,"17.421,17 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Trekking y rápel en el río Guatapé,"73.132,36 CL$",1 opinión,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Jardín,Tour de la miel por Jardín,"47.013,66 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión en moto desde Medellín,"109.437,35 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Taller de empanadas colombianas en Medellín,"51.581,36 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Varios destinos,Visita a una finca de café con spa,"57.461,14 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Puerto Triunfo,Paseo en canoa por el río Magdalena,"9.141,54 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Excursión a las cavernas del Cacique Guatapé,"74.255,46 CL$",1 opinión,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,San Félix,Vuelo en parapente sobre Medellín y el Valle de Aburrá,"57.461,14 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Jardín,Paseo a caballo por Jardín,"36.566,18 CL$",1 opinión,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Varios destinos,Vuelo en parapente por Cocorná,"233.762,37 CL$",1 opinión,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Tour del cacao por San Rafael,"86.191,71 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,"Visita a la finca La Manuela, la hacienda de Pablo Escobar","16.977,15 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión al río Verde,"223.501,38 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Varios destinos,Trekking por el sendero El Tambo,"34.999,05 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour de 2 días por el ecoparque Los Colores,"146.264,72 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour por los museos de Medellín,"91.415,45 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión a Santa Fe de Antioquia y río Cauca+ Paseo a caballo,"135.817,24 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,"Excursión a la finca La Manuela, la hacienda de Pablo Escobar","69.214,55 CL$",Novedad,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Excursión privada a Medellín,"226.449,14 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Tubing o banana boat en San Rafael,"91.415,45 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Tour del café por San Rafael,"67.908,62 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Excursión a las cascadas del cañón del río Guatapé,"73.132,36 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Tour de 1 o 2 días por el embalse de Guatapé y sus monolitos,"104.474,80 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Actividades acuáticas en el embalse de Guatapé,"57.983,51 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Escalada en la Piedra del Peñol,"67.908,62 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Actividades de aventura en la finca La Manuela,"78.356,10 CL$",Novedad,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Cocorná,Rafting en el río Calderas,"70.912,27 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Cocorná,Excursión al río Verde,"108.209,77 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Cocorná,Vuelo en parapente por Cocorná,"70.520,49 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Salgar,Tour por una finca de café de Salgar,"65.296,75 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Salgar,Paseo a caballo por los cafetales de Salgar,"65.296,75 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Salgar,Senderismo por los cafetales de Salgar,"39.178,05 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,San Rafael,Visita a una finca de cacao,"83.579,84 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Santa Elena,Trekking por el Cerro Pan de Azúcar,"32.648,37 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Varios destinos,Tour de 2 días por una finca de café con spa,"104.474,80 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Envigado,Tour privado por Envigado,"156.712,20 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Jericó,Tour del café por Jericó,"61.431,18 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Guatapé,Tour en tuk tuk por Guatapé,"9.925,10 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Jardín,Senderismo por las cascadas de Jardín,"60.073,01 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Excursión en bicicleta desde Medellín,"18.283,09 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Jardín,Senderismo por la cascada Escalera de Cristal y Mirador de Cristo Rey,"30.036,50 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Pilotaje de avioneta en Medellín,"966.391,94 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Free tour al atardecer por la Comuna 3 Manrique,¡Gratis!,2 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Avistamiento de aves en Altavista,"28.208,19 CL$",4 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Tour de la arcilla por Medellín y Altavista,"36.566,18 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/antioquia/,Medellín,Senderismo por Altavista,"28.208,19 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Free tour por Barranquilla,¡Gratis!,121 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Free tour por el barrio El Prado,¡Gratis!,5 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour privado de Barranquilla al completo con entradas,"161.935,94 CL$",20 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour en bicicleta por Barranquilla,"45.357,71 CL$",3 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour literario por Barranquilla,"13.059,35 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Puerto Velero,"101.706,22 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour panorámico por Barranquilla,"61.023,73 CL$",12 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Bocas de Ceniza,"50.853,11 CL$",5 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Santa Marta,"114.922,28 CL$",2 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Palomino,"154.100,33 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Visita al Ecoparque Ciénaga de Mallorquín,"47.013,66 CL$",3 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Puerto Colombia,"92.460,20 CL$",1 opinión,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Cartagena de Indias,"129.444,28 CL$",8 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour de Gabriel García Márquez,"99.251,06 CL$",1 opinión,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Puerto Colombia,Free tour por Puerto Colombia,¡Gratis!,Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour gastronómico privado por Barranquilla,"106.329,23 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour por los museos de Barranquilla,"76.279,66 CL$",1 opinión,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour del Carnaval de Barranquilla,"32.648,37 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour por el barrio El Prado,"13.059,35 CL$",2 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Pub Crawl ¡Tour de fiesta por Barranquilla!,"79.400,85 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Usiacurí,"127.132,77 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Partido de fútbol en Barranquilla con guía local,"65.492,64 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Clase de baile en Barranquilla,"116.228,22 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a los pueblos palafitos de Ciénaga,"156.026,59 CL$",1 opinión,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour de compras por Barranquilla,"50.853,11 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Ciénaga,"135.916,49 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour por el área de conservación natural Territorio Batis,"69.475,74 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a la Ciénaga Grande de Santa Marta,"194.166,42 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Clase de envueltos colombianos,"43.879,41 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Excursión a Cartagena e Islas del Rosario,"174.749,78 CL$",Sin valorar,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/atlantico/,Barranquilla,Tour de la artesanía del Carnaval de Barranquilla,"119.884,83 CL$",1 opinión,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Excursión a las islas del Rosario,"103.534,53 CL$",463 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Free tour por Cartagena de Indias,¡Gratis!,3.693 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Excursión a Playa Tranquila,"39.178,05 CL$",98 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Excursión a Playa Blanca,"76.240,48 CL$",232 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,,Traslados en Bolívar,"6.896,64 CL$",1.233 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Tour de Cartagena al completo con entradas,"38.094,12 CL$",378 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Free tour por el centro histórico y el barrio de Getsemaní,¡Gratis!,974 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia","Excursión a Bora Bora Beach, Islabela y Pao Pao Beach","109.698,54 CL$",97 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Excursión privada desde Cartagena de Indias,"261.187,01 CL$",5 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Paseo en barco VIP al atardecer,"32.648,37 CL$",30 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Excursión a las islas del Rosario para adultos,"67.554,04 CL$",21 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Excursión a San Basilio de Palenque,"99.224,94 CL$",47 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Free tour por el barrio de Getsemaní,¡Gratis!,1.252 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Excursión a Islabela,"80.967,97 CL$",32 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Tour en chiva rumbera por Cartagena + Fiesta en una discoteca,"14.365,28 CL$",184 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Free tour por el Castillo de San Felipe de Barajas,¡Gratis!,123 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Autobús turístico de Cartagena,"17.531,21 CL$",297 opiniones,Civitatis,2025-12-30 19:17
CLP,https://www.civitatis.com/es/bolivar/,"Cartagena de Indias, Colombia",Entrada a 51 Sky Bar,"15.671,22 CL$",12 opiniones,Civitatis,2025-12-30 19:17
